Archivo,Puntuación
PMC1064098_table_0.json,0.8
PMC1064094_table_0.json,0.8
PMC1064074_table_0.json,0.9
fb830fa358e347f182c3aab5.json,0.75
PMC1064078_table_4.json,0.9166666666666666
PMC1064078_table_5.json,0.8888888888888888
PMC1064097_table_0.json,0.8
PMC1064100_table_4.json,0.75
b99d24932fc54f02af918136.json,0.8
PMC1064082_table_1.json,0.8571428571428571
ba159563d02447239789076a.json,0.8571428571428571
PMC1064101_table_2.json,0.8333333333333334
f655d4e5fe2e473b8d1e052c.json,0.0
PMC1064078_table_6.json,0.875
fe4c40a8c4144b5baaea1a77.json,0.8333333333333334
PMC1064094_table_1.json,0.8
PMC1064078_table_3.json,0.9090909090909091
PMC1064095_table_2.json,0.8333333333333334
PMC1064076_table_1.json,0.8571428571428571
fb8b5127d5524e61affe04aa.json,0.75
PMC1064076_table_3.json,0.8888888888888888
ffcc5e0860f54314858dae44.json,0.8
PMC1064084_table_0.json,Error
PMC1064081_table_2.json,0.875
f6f01752d75a483f9100377e.json,0.8333333333333334
PMC1064078_table_2.json,0.9090909090909091
PMC1064100_table_2.json,0.8
fea9d968aa154d67950e01ad.json,0.8571428571428571
ff7e1ef87a69477297591923.json,0.8
PMC1064078_table_0.json,0.875
PMC1064095_table_0.json,0.9
PMC1064095_table_1.json,0.875
PMC1064101_table_1.json,0.75
b713bb6153ef414092a52286.json,0.8333333333333334
PMC1064100_table_1.json,0.875
PMC1064081_table_1.json,0.75
PMC1064094_table_2.json,0.75
PMC1064081_table_0.json,0.8571428571428571
ff6209106924474682ddf79e.json,0.75
f87bf0ba2fbd464a9158b22d.json,0.8571428571428571
bef23e6e98b54727993b342d.json,0.75
f8298cb9762648d79ad12a72.json,0.6666666666666666
PMC1064076_table_2.json,0.8571428571428571
PMC1064100_table_0.json,0.9
b960f8aca90248d994b27d1d.json,0.75
PMC1064097_table_2.json,0.9
b7b65c5e640d4462a2803ca7.json,0.8571428571428571
PMC1064080_table_0.json,0.8888888888888888
PMC1064098_table_2.json,0.75
PMC1064095_table_3.json,0.8571428571428571
PMC1064082_table_0.json,0.8
PMC1064098_table_3.json,0.8571428571428571
